Element,  Total(W), Total(var),  I2R(W), I2X(var), No-load(W), No-load(var)
Line.EL_625962, 0.3429853, -7.727915, 0.3429853, -7.727915, 0, 0
Line.EL_14940085, 0.1143353, -2.57593, 0.1143353, -2.57593, 0, 0
Line.EL_56595036, 1.85817, -16.912, 1.85817, -16.912, 0, 0
Line.EL_9073256, 0.08713654, -2.141468, 0.08713654, -2.141468, 0, 0
Line.EL_14940087, 7.172283E-008, -21.07105, 7.172283E-008, -21.07105, 0, 0
Line.EL_626426, 6.614589, 10.78524, 6.614589, 10.78524, 0, 0
Line.EL_625974, 65.99096, 110.155, 65.99096, 110.155, 0, 0
Line.EL_9073265, 0.7447834, -18.29927, 0.7447834, -18.29927, 0, 0
Line.EL_190655651, 8.357174E-007, -0.3975735, 8.357174E-007, -0.3975735, 0, 0
Line.EL_190655653, -2.422643E-006, -0.1987707, -2.422643E-006, -0.1987707, 0, 0
Line.EL_625980, 453.2859, 221.3389, 453.2859, 221.3389, 0, 0
Line.EL_137037370, 0.2138314, -3.272616, 0.2138314, -3.272616, 0, 0
Line.EL_98744831, 8.853392E-006, -0.1194259, 8.853392E-006, -0.1194259, 0, 0
Line.EL_61694817, 236.2198, 115.9295, 236.2198, 115.9295, 0, 0
Line.EL_61694827, -9.655057E-006, -0.1991667, -9.655057E-006, -0.1991667, 0, 0
Line.EL_625988, 102.5087, 174.2758, 102.5087, 174.2758, 0, 0
Line.EL_56819036, 576.9081, 982.096, 576.9081, 982.096, 0, 0
Line.EL_625050, 0.0008139506, -0.198759, 0.0008139506, -0.198759, 0, 0
Line.EL_62928890, 141.8596, 247.7067, 141.8596, 247.7067, 0, 0
Line.EL_625056, 0.6389424, 0.1318201, 0.6389424, 0.1318201, 0, 0
Line.EL_626890, 24.74006, 0.8841006, 24.74006, 0.8841006, 0, 0
Line.EL_626922, 4.186529, -19.12856, 4.186529, -19.12856, 0, 0
Line.EL_626882, 11.84683, -5.79999, 11.84683, -5.79999, 0, 0
Line.EL_626898, 24.32687, 0.8665112, 24.32687, 0.8665112, 0, 0
Line.EL_626932, 2.504501, -11.44001, 2.504501, -11.44001, 0, 0
Line.EL_626870, 5.283301, -21.34294, 5.283301, -21.34294, 0, 0
Line.EL_626908, 54.01088, 1.913829, 54.01088, 1.913829, 0, 0
Line.EL_626862, 1.746803, -7.054665, 1.746803, -7.054665, 0, 0
Line.EL_220107376, 31.98601, 7.22185, 31.98601, 7.22185, 0, 0
Line.EL_626854, 2.227359, -8.994084, 2.227359, -8.994084, 0, 0
Line.EL_220107370, 12.93032, 2.918816, 12.93032, 2.918816, 0, 0
Line.EL_626846, 1.5287, -6.172011, 1.5287, -6.172011, 0, 0
Line.EL_220107364, 91.87006, 20.7281, 91.87006, 20.7281, 0, 0
Line.EL_196599556, 0.7652083, -7.164665, 0.7652083, -7.164665, 0, 0
Line.EL_220107348, 4.763477, 1.074273, 4.763477, 1.074273, 0, 0
Line.EL_154512169, 0.8163614, -14.50011, 0.8163614, -14.50011, 0, 0
Line.EL_220107342, 47.63394, 10.73989, 47.63394, 10.73989, 0, 0
Line.EL_626824, 4.70441E-007, -38.99915, 4.70441E-007, -38.99915, 0, 0
Line.EL_154512175, 0.1089424, -1.933253, 0.1089424, -1.933253, 0, 0
Line.EL_220107336, 11.56801, 2.607486, 11.56801, 2.607486, 0, 0
Line.EL_154512181, 0.3486409, -6.186317, 0.3486409, -6.186317, 0, 0
Line.EL_220107330, 47.63204, 10.73353, 47.63204, 10.73353, 0, 0
Line.EL_154512193, 0.3813735, -6.766129, 0.3813735, -6.766129, 0, 0
Line.EL_151531009, 57.39428, 14.39416, 57.39428, 14.39416, 0, 0
Line.EL_154512199, 0.3814216, -6.765967, 0.3814216, -6.765967, 0, 0
Line.EL_214212309, 0.7453679, 0.1868988, 0.7453679, 0.1868988, 0, 0
Line.EL_220107288, -1.237951E-005, -0.1996412, -1.237951E-005, -0.1996412, 0, 0
Line.EL_154512205, 0.3814701, -6.765805, 0.3814701, -6.765805, 0, 0
Line.EL_208105181, 0.1189994, -1.139051, 0.1189994, -1.139051, 0, 0
Line.EL_172667262, 2.04054E-007, -8.601104, 2.04054E-007, -8.601104, 0, 0
Line.EL_626990, 1.628318E-005, -2.59599, 1.628318E-005, -2.59599, 0, 0
Line.EL_198465381, 0.1553662, -0.5424149, 0.1553662, -0.5424149, 0, 0
Line.EL_160161449, 0.0438262, -0.7793792, 0.0438262, -0.7793792, 0, 0
Line.EL_160161461, 0.3725501, -6.624646, 0.3725501, -6.624646, 0, 0
Line.EL_626584, 6.579938E-005, -27.06814, 6.579938E-005, -27.06814, 0, 0
Line.EL_626578, -2.27201E-006, -0.7961211, -2.27201E-006, -0.7961211, 0, 0
Line.EL_61694805, -2.214686E-005, -0.1991125, -2.214686E-005, -0.1991125, 0, 0
Line.EL_212058640, 5.427034E-005, -21.90907, 5.427034E-005, -21.90907, 0, 0
Line.EL_212058614, 0.09587413, -22.85545, 0.09587413, -22.85545, 0, 0
Line.EL_626608, 0.1912922, -45.71237, 0.1912922, -45.71237, 0, 0
Line.EL_626602, 0.0157761, -3.776326, 0.0157761, -3.776326, 0, 0
Line.EL_626636, 12.14015, 2.505006, 12.14015, 2.505006, 0, 0
Line.EL_137037376, 0.4403135, -6.737495, 0.4403135, -6.737495, 0, 0
Line.EL_219539432, 0.2767404, -4.235087, 0.2767404, -4.235087, 0, 0
Line.EL_137037382, 0.01454715, -6.958203, 0.01454715, -6.958203, 0, 0
Line.EL_137037394, 0.0103963, -4.970126, 0.0103963, -4.970126, 0, 0
Line.EL_137037436, 0.007072336, -3.379676, 0.007072336, -3.379676, 0, 0
Line.EL_137037430, 0.01415221, -6.759329, 0.01415221, -6.759329, 0, 0
Line.EL_208565511, 47.58708, 17.55673, 47.58708, 17.55673, 0, 0
Line.EL_626456, 509.9737, 212.7787, 509.9737, 212.7787, 0, 0
Line.EL_626540, 20.23892, 5.551212, 20.23892, 5.551212, 0, 0
Line.EL_626484, 4.686852, -12.40256, 4.686852, -12.40256, 0, 0
Line.EL_201732143, 177.455, 81.51653, 177.455, 81.51653, 0, 0
Line.EL_626546, 6.476497, 1.776537, 6.476497, 1.776537, 0, 0
Line.EL_120554291, 0.08456469, -8.064444, 0.08456469, -8.064444, 0, 0
Line.EL_120554268, 0.08370204, -0.3521229, 0.08370204, -0.3521229, 0, 0
Line.EL_201732131, 0.0003799749, -0.1981181, 0.0003799749, -0.1981181, 0, 0
Line.EL_626432, 752.4266, 346.5157, 752.4266, 346.5157, 0, 0
Line.EL_201843787, 5.207712, -26.96005, 5.207712, -26.96005, 0, 0
Line.EL_245561035, 75.84431, 9.874717, 75.84431, 9.874717, 0, 0
Line.EL_151204784, 46.30232, 75.49796, 46.30232, 75.49796, 0, 0
Line.EL_151204794, 0.06023238, -0.1675138, 0.06023238, -0.1675138, 0, 0
Line.EL_201843781, 0.03471898, -0.1797036, 0.03471898, -0.1797036, 0, 0
Line.EL_198312009, -6.634488E-006, -0.1976486, -6.634488E-006, -0.1976486, 0, 0
Line.EL_201886743, 25.43203, 3.307553, 25.43203, 3.307553, 0, 0
Line.EL_626552, 14.97767, -14.55934, 14.97767, -14.55934, 0, 0
Line.EL_201886709, 0.1795632, -0.1316833, 0.1795632, -0.1316833, 0, 0
Line.EL_209338709, 1.362859E-005, -7.902294, 1.362859E-005, -7.902294, 0, 0
Line.EL_209338725, 9.319027E-005, -43.85771, 9.319027E-005, -43.85771, 0, 0
Line.EL_209338741, 2.45517E-006, -1.3829, 2.45517E-006, -1.3829, 0, 0
Line.EL_209338772, 1.772028E-005, -6.914501, 1.772028E-005, -6.914501, 0, 0
Line.EL_190655655, 0, 0, 0, 0, 0, 0
Line.EL_626596, 1.275985E-006, -1.194181, 1.275985E-006, -1.194181, 0, 0
Line.EL_626624, 1.613258E-006, -1.19504, 1.613258E-006, -1.19504, 0, 0
Line.EL_626572, 8.925072E-006, -3.358472, 8.925072E-006, -3.358472, 0, 0
Line.EL_201886715, 2.513748, -1.843494, 2.513748, -1.843494, 0, 0
Line.EL_195776944, 0.02048112, -7.131812, 0.02048112, -7.131812, 0, 0
Line.EL_195777053, 0.1157562, -40.41442, 0.1157562, -40.41442, 0, 0
Line.EL_201843793, 6.563971, -33.96204, 6.563971, -33.96204, 0, 0
Line.EL_198311978, 8.687719E-006, -1.976391, 8.687719E-006, -1.976391, 0, 0
Line.EL_198274278, 1.256176, -18.91104, 1.256176, -18.91104, 0, 0
Line.EL_198274284, 2.116115, -31.8366, 2.116115, -31.8366, 0, 0
Line.EL_626528, 0.06202209, -0.9562513, 0.06202209, -0.9562513, 0, 0
Line.EL_626518, 4.606511, -19.35754, 4.606511, -19.35754, 0, 0
Line.EL_626534, 0.2853094, -4.398696, 0.2853094, -4.398696, 0, 0
Line.EL_626512, 0.7118314, -2.9919, 0.7118314, -2.9919, 0, 0
Line.EL_626496, 10.04702, -42.24653, 10.04702, -42.24653, 0, 0
Line.EL_626490, 0.2092686, -0.8802945, 0.2092686, -0.8802945, 0, 0
Line.EL_120554276, 0.357145, -34.02694, 0.357145, -34.02694, 0, 0
Line.EL_151204772, 1.32515, -3.685355, 1.32515, -3.685355, 0, 0
Line.EL_201843769, 1.320042, -6.827323, 1.320042, -6.827323, 0, 0
Line.EL_198274262, 0.1539549, -2.31522, 0.1539549, -2.31522, 0, 0
Line.DISJ_AGF01I2, 374.6578, 374.5792, 374.6578, 374.5792, 0, 0
Line.SG92E2724, 374.6587, 374.5805, 374.6587, 374.5805, 0, 0
Line.SF34E0409, 353.8232, 353.7458, 353.8232, 353.7458, 0, 0
Line.FH94E0506, 0.299022, 0.2213582, 0.299022, 0.2213582, 0, 0
Line.SU91E5628, 353.5749, 353.503, 353.5749, 353.503, 0, 0
Line.FU91S5343, 4.442846E-005, -0.07232689, 4.442846E-005, -0.07232689, 0, 0
Line.FF34E0585, 0.09899777, 0.02133223, 0.09899777, 0.02133223, 0, 0
Line.FU91E5131, -7.388379E-006, -0.07170251, -7.388379E-006, -0.07170251, 0, 0
Line.4U91E5732, 247.9446, 247.8731, 247.9446, 247.8731, 0, 0
Line.SU91E5061, 4.440221, 4.368539, 4.440221, 4.368539, 0, 0
Line.FK27E0971, 0.001423052, -0.07046466, 0.001423052, -0.07046466, 0, 0
Line.FJ42E1040, 0.08596835, 0.01417078, 0.08596835, 0.01417078, 0, 0
Line.SU91E5732, 247.9446, 247.8731, 247.9446, 247.8731, 0, 0
Line.FU91E4687, 0.06969458, -0.001911146, 0.06969458, -0.001911146, 0, 0
Line.FU91E4961, 0.0297023, -0.04195547, 0.0297023, -0.04195547, 0, 0
Line.FU91E4765, 0.02078337, -0.05082648, 0.02078337, -0.05082648, 0, 0
Line.FU91E4939, 0.05828308, -0.01335597, 0.05828308, -0.01335597, 0, 0
Line.FU91E5016, 0.1548659, 0.08319807, 0.1548659, 0.08319807, 0, 0
Line.FH94S2125, 0.7953089, 0.7237169, 0.7953089, 0.7237169, 0, 0
Line.5U91E5732, 247.9446, 247.8731, 247.9446, 247.8731, 0, 0
Line.FG71L1039, 0.1548633, 0.08320603, 0.1548633, 0.08320603, 0, 0
Line.FY41L1000, 0.726923, 0.6553782, 0.726923, 0.6553782, 0, 0
Line.SF52E3309, 3.38892E-007, -0.07145561, 3.38892E-007, -0.07145561, 0, 0
Line.SF90E1336, 233.1689, 233.0986, 233.1689, 233.0986, 0, 0
Line.FT21E2000, 0.00168777, -0.06901391, 0.00168777, -0.06901391, 0, 0
Line.FF90E1021, 0.03366286, -0.03723248, 0.03366286, -0.03723248, 0, 0
Line.SF90E1636, 219.7487, 219.679, 219.7487, 219.679, 0, 0
Line.FF97E0022, 0.0817725, 0.0118191, 0.0817725, 0.0118191, 0, 0
Line.SF90E1890, 212.275, 212.2058, 212.275, 212.2058, 0, 0
Line.FF90E1843, 0.06469967, -0.004619236, 0.06469967, -0.004619236, 0, 0
Line.FN18E0003, 0.009771535, -0.06016013, 0.009771535, -0.06016013, 0, 0
Line.FK30E1753, 0.004362096, -0.06554628, 0.004362096, -0.06554628, 0, 0
Line.RF90E2085, 210.5777, 210.5088, 210.5777, 210.5088, 0, 0
Line.D.RF90E2085, -1.831965E-006, -0.068873, -1.831965E-006, -0.068873, 0, 0
Line.SF90E2130, 210.5778, 210.509, 210.5778, 210.509, 0, 0
Line.SF90E2165, 13.08931, 13.02055, 13.08931, 13.02055, 0, 0
Line.4I02E4429, 111.0962, 111.0283, 111.0962, 111.0283, 0, 0
Line.FI02E4712, 0.04073056, -0.02758583, 0.04073056, -0.02758583, 0, 0
Line.SF90E2418, 13.08979, 13.02116, 13.08979, 13.02116, 0, 0
Line.RI02E4429, 111.0962, 111.0283, 111.0962, 111.0283, 0, 0
Line.SF90E3628, 12.33755, 12.2695, 12.33755, 12.2695, 0, 0
Line.5I02E4429, 111.0963, 111.0283, 111.0963, 111.0283, 0, 0
Line.FF90E3763, -1.242088E-005, -0.06798192, -1.242088E-005, -0.06798192, 0, 0
Line.SF90E3942, -2.97912E-006, -0.06791634, -2.97912E-006, -0.06791634, 0, 0
Line.SF90E4254, 7.379276, 7.311462, 7.379276, 7.311462, 0, 0
Line.SJ32E1001, 0.6313118, 0.5633584, 0.6313118, 0.5633584, 0, 0
Line.FF90E4120, -1.082195E-005, -0.06787391, -1.082195E-005, -0.06787391, 0, 0
Line.SI02E4385, 111.0965, 111.0286, 111.0965, 111.0286, 0, 0
Line.SF90E4501, 6.589809, 6.522084, 6.589809, 6.522084, 0, 0
Line.FF90E4362, 0.02023391, -0.0475257, 0.02023391, -0.0475257, 0, 0
Line.FF90E4431, 4.376275E-005, -0.06770234, 4.376275E-005, -0.06770234, 0, 0
Line.D.RJ32E1022, 0.6313108, 0.5633694, 0.6313108, 0.5633694, 0, 0
Line.FI02E4262, 0.127491, 0.0597891, 0.127491, 0.0597891, 0, 0
Line.FI02E3585, 0.005807732, -0.06107141, 0.005807732, -0.06107141, 0, 0
Line.SI02E3446, 87.93428, 87.86754, 87.93428, 87.86754, 0, 0
Line.FI83E1122, 9.747365E-005, -0.06680539, 9.747365E-005, -0.06680539, 0, 0
Line.FI02E3681, 0.01181716, -0.05519193, 0.01181716, -0.05519193, 0, 0
Line.FI02E3869, -5.919481E-006, -0.06723874, -5.919481E-006, -0.06723874, 0, 0
Line.FI02E4204, -3.502935E-006, -0.06763202, -3.502935E-006, -0.06763202, 0, 0
Line.SF90E4563, 6.589867, 6.522163, 6.589867, 6.522163, 0, 0
Line.FZ04L1127, 0.005883684, -0.06186495, 0.005883684, -0.06186495, 0, 0
Line.RJ32E1022, 0.6313001, 0.5633559, 0.6313001, 0.5633559, 0, 0
Line.SI02E3152, 84.88939, 84.82302, 84.88939, 84.82302, 0, 0
Line.FI02E3347, 0.003666811, -0.0629332, 0.003666811, -0.0629332, 0, 0
Line.FI02E3422, 0.009705535, -0.05699041, 0.009705535, -0.05699041, 0, 0
Line.FF90E5031, 5.149227, 5.081664, 5.149227, 5.081664, 0, 0
Line.FF90E5064, 0.01047075, -0.05709905, 0.01047075, -0.05709905, 0, 0
Line.FJ32E1485, 0.01167476, -0.05618369, 0.01167476, -0.05618369, 0, 0
Line.SJ32E1767, 0.1354237, 0.06759312, 0.1354237, 0.06759312, 0, 0
Line.SF61E2020, 62.86479, 62.79956, 62.86479, 62.79956, 0, 0
Line.FF61E2081, 0.006099854, -0.05916419, 0.006099854, -0.05916419, 0, 0
Line.FF61E2782, 0.1752749, 0.1092962, 0.1752749, 0.1092962, 0, 0
Line.FF61E2828, 5.712355E-008, -0.06602861, 5.712355E-008, -0.06602861, 0, 0
Line.FF61E2958, 0.005954446, -0.06021963, 0.005954446, -0.06021963, 0, 0
Line.FF64E0005, 0.02928132, -0.03624329, 0.02928132, -0.03624329, 0, 0
Line.FF99E0272, 0.01962697, -0.04774498, 0.01962697, -0.04774498, 0, 0
Line.FF99E0295, 1.114706E-005, -0.06735243, 1.114706E-005, -0.06735243, 0, 0
Line.FF99E0310, 0.1660098, 0.09865635, 0.1660098, 0.09865635, 0, 0
Line.FJ32E2030, 0.000503095, -0.06729891, 0.000503095, -0.06729891, 0, 0
Line.SJ33E1010, 0.06928322, 0.001474393, 0.06928322, 0.001474393, 0, 0
Line.FJ32E2110, 0.006694224, -0.06110644, 0.006694224, -0.06110644, 0, 0
Line.SF61E1751, 59.66509, 59.60011, 59.66509, 59.60011, 0, 0
Line.FF24E1155, -2.139313E-006, -0.06594844, -2.139313E-006, -0.06594844, 0, 0
Line.FJ33E1545, 0.001758855, -0.06601941, 0.001758855, -0.06601941, 0, 0
Line.FJ33E1599, 0.000698877, -0.0670692, 0.000698877, -0.0670692, 0, 0
Line.SJ33E1533, 0.01358161, -0.05419358, 0.01358161, -0.05419358, 0, 0
Line.FJ33E1280, 0.006113357, -0.06167273, 0.006113357, -0.06167273, 0, 0
Line.FT17L0685, 0.0002675816, -0.0675308, 0.0002675816, -0.0675308, 0, 0
Line.SF61E1652, 26.88456, 26.81968, 26.88456, 26.81968, 0, 0
Line.FU22E2000, 3.480306, 3.415414, 3.480306, 3.415414, 0, 0
Line.FF61E1708, 0.4539588, 0.3890391, 0.4539588, 0.3890391, 0, 0
Line.FN36L0928, 0.002909028, -0.06485226, 0.002909028, -0.06485226, 0, 0
Line.FI91L2509, 0.0003231526, -0.06743738, 0.0003231526, -0.06743738, 0, 0
Line.FI91L2615, -6.454605E-006, -0.06777087, -6.454605E-006, -0.06777087, 0, 0
Line.FI91L2659, -8.105157E-006, -0.06776435, -8.105157E-006, -0.06776435, 0, 0
Line.FI91L2753, -1.703333E-005, -0.06776618, -1.703333E-005, -0.06776618, 0, 0
Line.SF61E1614, 26.88464, 26.81979, 26.88464, 26.81979, 0, 0
Line.FU22E2223, 0.037024, -0.02776662, 0.037024, -0.02776662, 0, 0
Line.FU22E2985, 0.0003244728, -0.06428419, 0.0003244728, -0.06428419, 0, 0
Line.FU22E2836, 0.06000611, -0.004604385, 0.06000611, -0.004604385, 0, 0
Line.FU22E2563, 0.06838768, 0.003720247, 0.06838768, 0.003720247, 0, 0
Line.FM94L1000, 0.277442, 0.2127402, 0.277442, 0.2127402, 0, 0
Line.FO35E2222, 0.06707908, 0.002195763, 0.06707908, 0.002195763, 0, 0
Line.FO35E2124, 0.06513831, 0.0002453785, 0.06513831, 0.0002453785, 0, 0
Line.SF61E1144, 13.82292, 13.75836, 13.82292, 13.75836, 0, 0
Line.FX52E2120, 0.839369, 0.7747792, 0.839369, 0.7747792, 0, 0
Line.FF61E1445, 0.02233133, -0.04241686, 0.02233133, -0.04241686, 0, 0
Line.FF61E1388, -2.677924E-006, -0.06471529, -2.677924E-006, -0.06471529, 0, 0
Line.FI35L1084, -1.181525E-005, -0.06460425, -1.181525E-005, -0.06460425, 0, 0
Line.FD51L0211, 0.03959341, -0.0250542, 0.03959341, -0.0250542, 0, 0
Line.FO35E2319, 0.01234161, -0.05253305, 0.01234161, -0.05253305, 0, 0
Line.FF61E0676, -6.946773E-006, -0.06438734, -6.946773E-006, -0.06438734, 0, 0
Line.FF61E0708, -1.005931E-006, -0.06441268, -1.005931E-006, -0.06441268, 0, 0
Line.FF61E0767, 0.0009321179, -0.06350987, 0.0009321179, -0.06350987, 0, 0
Line.FF61E1084, 0.7195453, 0.6549915, 0.7195453, 0.6549915, 0, 0
Line.FF93E0732, 0.01415935, -0.05022792, 0.01415935, -0.05022792, 0, 0
Line.FF98E1004, 4.941419, 4.877107, 4.941419, 4.877107, 0, 0
Line.FF93E0896, 6.390795E-007, -0.06439401, 6.390795E-007, -0.06439401, 0, 0
Line.FT55E1989, -4.177952E-006, -0.06443452, -4.177952E-006, -0.06443452, 0, 0
Line.FZ83L1034, -2.145273E-006, -0.0639091, -2.145273E-006, -0.0639091, 0, 0
Line.FE36L1428, 0.1372671, 0.07335248, 0.1372671, 0.07335248, 0, 0
Line.FF98E1264, 0.0004234055, -0.06373223, 0.0004234055, -0.06373223, 0, 0
Line.FF98E1400, 0.03909398, -0.02487707, 0.03909398, -0.02487707, 0, 0
Line.FE36L1488, -1.246996E-005, -0.06395152, -1.246996E-005, -0.06395152, 0, 0
Line.FF87E0218, 0.04712935, -0.01685244, 0.04712935, -0.01685244, 0, 0
Line.FF87E0247, 0.002309176, -0.06166022, 0.002309176, -0.06166022, 0, 0
Line.FF98E1042, 0.06782897, 0.003524857, 0.06782897, 0.003524857, 0, 0
Line.FI32E3228, 0.03910297, -0.02483986, 0.03910297, -0.02483986, 0, 0
Line.FF78L0804, 0.009796776, -0.05413916, 0.009796776, -0.05413916, 0, 0
